PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Cheng, Wan-Min; Shang, Rui				Shang, Rui/O-4730-2019	Shang, Rui/0000-0002-2513-2064			Transition Metal-Catalyzed Organic Reactions under Visible Light: Recent Developments and Future Perspectives								ACS CATALYSIS				10	16			9170	9196		10.1021/acscatal.0c01979				AUG 21 2020	2020	The development of transition metal (TM) catalysis for organic synthesis under visible light without recourse to typical photoredox catalysts has become a rapidly growing area of research and has been actively explored in the past several years. Distinct from the extensively developed photoredox catalysis, in which the photocatalyst generally does not directly participate in a bond-forming process, and photocatalyst/TM synergistic catalysis, in which the photocatalyst absorbs photon energy and transfers energy to the TM catalyst through a redox or energy transfer process, this Review focuses on summarizing the recent developments of photocatalytic reactions that use TM complexes to both absorb visible light and participate in catalytic bond formation involving a catalyst covalently bonded intermediate. The contents of this Review are categorized by the transition metal used (Pd, Cu, Co, Ni, Mn, Au, Rh, Fe, Ru), with a descending sequence according to the number of examples reported of each metal, and provide an overview of TM catalysis under visible light reported to April 2020. Future perspectives and personal opinions regarding this actively expanding research field are also discussed.									44	0	0	0	2	0	44			2155-5435			WOS:000563749900017		
J	Liu, Peng; Li, Zhi; Liu, Xingyu; Song, Weiyu; Peng, Bowen; Zhang, Xinyue; Nie, Suofu; Zeng, Penghui; Zhang, Zhongdong; Gao, Xionghou; Shen, Baojian								Steaming Drived Chemical Interactions of ZnClx with Y Zeolite Framework, Its Regulation to Dealumination/Silicon-Healing as well as Enhanced Availability of Bronsted Acidity								ACS CATALYSIS				10	16			9197	9214		10.1021/acscatal.0c01181				AUG 21 2020	2020	In fluid catalytic cracking (FCC), Bronsted acid plays a very important role. Herein, a zinc-modified ultrastable Y (USY) zeolite containing higher Bronsted acidity was prepared by synergistic treatment with zinc chloride and steaming. The results of characterization showed that selective dealumination and silicon healing due to introduction of zinc ions ([ZnCl](+) and [ZnOH](+)) into zeolite could promote the formation of extra-framework silicon (EFS) and different silicon healing of the Al vacancies, which led to the formation of half-sodalite cages connecting with supercages and thus increased the availability of acidic sites in the sodalite cage. Meanwhile, DFT calculations demonstrated that the acidic strength of protons in the sodalite cage was enhanced by [ZnCl](+) and [ZnOH](+), and the synergy of Bronsted/[ZnCl](+) became stronger. As a result, the strong Bronsted acid was increased by 19%. This translated to higher n-octane and heavy oil (VGO) catalytic cracking activity and gasoline yield.									0	0	0	0	0	0	0			2155-5435			WOS:000563749900018		
J	Zhang, Nan; Ma, Jinghong; Li, Ruifeng; Jiao, Haijun				zhang, nan/AAN-8365-2021	zhang, nan/0000-0002-4542-3272; Wang, WangFei/0000-0001-6132-1981			Hydrocracking of Fused Aromatic Hydrocarbons Catalyzed by Al-Substituted HZSM-5-A Case Study of 9,10-Dihydroanthracene								ACS CATALYSIS				10	16			9215	9226		10.1021/acscatal.0c00946				AUG 21 2020	2020	To investigate the hydrocracking mechanisms of polycyclic aromatic hydrocarbons, we used HZSM-5 with one Al substitution (T1, T3, T5, T7, T11, and T12) as a solid acid catalyst and 9,10-dihydroanthracene as a model substrate on the basis of periodic density functional theory computations. It is found that the intersection of the straight and sinusoidal channels is energetically more favored than the individual sinusoidal and straight channels due to their different local environments. On the basis of the computed Gibbs free energy at 500 degrees C, the rate-determining step for the formation of 1-benzyl-2-methylbenzene as the first intermediate is the heterolytic activation of H-2, which is encapsulated in a conjugated frustrated Lewis pair (FLP), generated from the acidic O-H proton transfer to the hydrocarbon substrate. For the subsequent formation of toluene or benzene and o-xylene from 1-benzyl-2-methylbenzene hydrocracking, the rate-determining step, which is the heterolytic activation of H-2 encapsulated in a conjugated FLP, determines the selectivity. On the basis of the apparent Gibbs free energy barriers at 500 degrees C, the activity has the decreasing order of T5 > T11 > T1 approximate to T12 approximate to T3 approximate to T7. It is noted that there is no correlation between the Gibbs free energy barriers and the acidic strength based on O-H deprotonation Gibbs free energy and the adsorption enthalpy of pyridine as a probe molecule.									2	0	0	0	0	0	2			2155-5435			WOS:000563749900019		
J	Han, Chenhui; Du, Lili; Konarova, Muxina; Qi, Dong-Chen; Phillips, David Lee; Xu, Jingsan				Qi, Dongchen/A-7052-2008; Xu, Jingsan/N-7938-2016	Qi, Dongchen/0000-0001-8466-0257; Han, Chenhui/0000-0001-9215-7467; Konarova, Muxina/0000-0003-1308-420X; Xu, Jingsan/0000-0003-1172-3864			Beyond Hydrogen Evolution: Solar-Driven, Water-Donating Transfer Hydrogenation over Platinum/Carbon Nitride								ACS CATALYSIS				10	16			9227	9235		10.1021/acscatal.0c01932				AUG 21 2020	2020	Hydrogen-rich organic molecules such as alcohols are widely used as hydrogen donors in transfer hydrogenation. Nevertheless, water as a more abundant and ecofriendly hydrogen source has hardly been used due to the high difficulty in splitting water molecules. Herein, we designed a photocatalytic water-donating transfer hydrogenation (PWDTH) technique, in which hydrogen was extracted from water under light illumination and then in situ added to different unsaturated bonds (C=C, C=O, N=O) for chemical synthesis. Platinum-loaded carbon nitride (Pt/CN) was used as the model catalyst for this cascade reaction, which is beyond its normal applications for water splitting. This approach was highly accessible to efficiency optimization, either by modifying CN for extended light absorption and enhanced charge transfer or by alloying Pt with another metal for better catalytic activities. Remarkably, a quantum efficiency of up to 21.8% was achieved for nitrobenzene hydrogenation under 380 nm irradiation, which is 3 times higher than that obtained in the single water-splitting reaction, indicating that the PWDTH can be more rewarding than hydrogen evolution for solar energy harvesting. Deep insights into the underlying mechanism were provided by detailed measurements and interpretations of femtosecond transient absorption spectra, action spectra (quantum efficiency as a function of excitation wavelength), and reaction kinetic profiles under varied conditions including the variation of light intensities, temperatures, and water isotopes. The mild reaction conditions, simple processing, and broad substituent group tolerance endow this approach with a high potential toward a general solar-to-chemical conversion technique.									13	1	0	0	0	0	13			2155-5435			WOS:000563749900020		
J	Collinge, Greg; Yuk, Simuck F.; Manh-Thuong Nguyen; Lee, Mal-Soon; Glezakou, Vassiliki-Alexandra; Rousseau, Roger				Rousseau, Roger/C-3703-2014; Lee, Mal-Soon/K-4161-2013	Lee, Mal-Soon/0000-0001-6851-177X; Collinge, Greg/0000-0001-8345-6254; Yuk, Simuck/0000-0003-1355-4400; Glezakou, Vassiliki-Alexandra/0000-0001-6028-7021			Effect of Collective Dynamics and Anharmonicity on Entropy in Heterogenous Catalysis: Building the Case for Advanced Molecular Simulations								ACS CATALYSIS				10	16			9236	9260		10.1021/acscatal.0c01501				AUG 21 2020	2020	We present a perspective on the computational determination of entropy and its effects and consequences on heterogeneous catalysis. Special attention is paid to the role of anharmonicity (a result of collective phenomena) and the deviations from the standard harmonic oscillator approximations, which can fail to provide a reliable assessment of entropy. To address these challenges, advanced methodologies are needed that can explicitly account for these thermodynamic drivers through the appropriate statistical sampling of reactive free-energy surfaces. We discuss where anharmonicity should be expected, where it has been observed from a theoretical perspective, and the methods currently employed to address it. We concentrate on three types of systems where we have observed major, non-negligible anharmonic effects: (1) supported nanoparticles, where the migration of metal atoms, complexes, and entire clusters exhibit anharmonic behavior in their dynamic motion; (2) porous solids, where confinement effects distort potential energy surfaces and hinder molecular motions, resulting in large entropic terms; and (3) solid/liquid interfaces, where interactions between solvent molecules and adsorbed species can result in large solvent organization free energy and unique reactivity.									12	0	0	0	0	0	12			2155-5435			WOS:000563749900021		
J	Wang, Ling-Xiang; Guan, Erjia; Wang, Zhiqiang; Wang, Liang; Gong, Zhongmiao; Cui, Yi; Yang, Zhiyuan; Wang, Chengtao; Zhang, Jian; Meng, Xiangju; Hu, Peijun; Gong, Xue-Qing; Gates, Bruce C.; Xiao, Feng-Shou				Wang, Zhiqiang/G-7827-2019	Guan, Erjia/0000-0003-0403-485X; Yang, Zhiyuan/0000-0003-2519-8829			Dispersed Nickel Boosts Catalysis by Copper in CO2 Hydrogenation								ACS CATALYSIS				10	16			9261	9270		10.1021/acscatal.0c00907				AUG 21 2020	2020	The empirical optimization of the preparation of catalytically active copper-containing catalysts is far more advanced than the fundamental understanding of the catalyst performance because of the structural complexity of the catalysts. Here, we demonstrate the interplay between the catalyst structure and CO2 hydrogenation on Cu catalysts boosted with nickel species. The nickel dispersion on copper markedly affects the CO2 dissociation activity and catalytic reaction pathways, thus resulting in distinctive catalytic activity and selectivity attributed to Ni. Specifically, the catalyst incorporating nickel alloyed in copper maximizes the synergy between the two metals and is characterized by conversions close to the thermodynamic equilibrium to CO as a product-with switched off methanation-over a wide temperature range. Catalyst performance data, spectra characterizing the catalyst, and theoretical results demonstrate that surface copper with adjacent nickel atoms efficiently activates CO2 via a redox mechanism-with adsorption of CO being suppressed-so that methanation associated with deep hydrogenation of CO is inhibited. The results of this investigation highlight the importance of structures with copper-adjacent-nickel, which appear to offer appealing opportunities for tailoring efficient copper-containing catalysts for CO2 hydrogenation.									9	0	0	0	1	0	9			2155-5435			WOS:000563749900022		
J	Tao, Zixu; Wu, Zishan; Wu, Yueshen; Wang, Hailiang				Wang, Hailiang/O-6364-2017	Wang, Hailiang/0000-0003-4409-2034; Wu, Yueshen/0000-0002-3784-0594			Activating Copper for Electrocatalytic CO2 Reduction to Formate via Molecular Interactions								ACS CATALYSIS				10	16			9271	9275		10.1021/acscatal.0c02237				AUG 21 2020	2020	Cu is a well-known electrocatalyst for reducing CO2 to various products. However, unmodified Cu exhibits poor selectivity and activity for formate production. Our in situ Raman spectroscopy study detects HCOO* intermediates on the unmodified Cu surface under CO2 electroreduction reaction conditions and confirms their reductive desorption being the rate-limiting step of producing formate. We further show that cetyltrimethylammonium bromide (CTAB) can dramatically improve the catalysis via competitive adsorption to facilitate HCOO* desorption. The Cu-CTAB interaction leads to a faradic efficiency of 82% and a 56-fold increase in partial current density for CO2 reduction to formate at -0.5 V vs the reversible hydrogen electrode in a near-neutral aqueous solution, which is the best performance to date for unmodified Cu under ambient conditions.									19	0	0	0	1	0	19			2155-5435			WOS:000563749900023		
J	Ferreira, Pedro; Cerqueira, Nuno M. F. Sousa A.; Fernandes, Pedro Alexandrino; Romao, Maria Joao; Ramos, Maria Joao				Ferreira, Pedro/S-1560-2019; Romao, Maria/A-4115-2013; Cerqueira, Nuno M. F. Sousa A./A-5182-2008; Ramos, Maria Joao/D-6183-2013	Ferreira, Pedro/0000-0001-7015-5460; Romao, Maria/0000-0002-3004-0543; Cerqueira, Nuno M. F. Sousa A./0000-0003-0342-7424; Ramos, Maria Joao/0000-0002-7554-8324; Fernandes, Pedro/0000-0003-2748-4722			Catalytic Mechanism of Human Aldehyde Oxidase								ACS CATALYSIS				10	16			9276	9286		10.1021/acscatal.0c02627				AUG 21 2020	2020	The mechanism of oxidation of N-heterocycle phthalazine to phthalazin-1(2H)-one and its associated free energy profile, catalyzed by human aldehyde oxidase (hAOX1), was studied in atomistic detail using QM/MM methodologies. The studied reaction was found to involve three sequential steps: (i) protonation of the substrate's N2 atom by Lys893, (ii) nucleophilic attack of the hydroxyl group of the molybdenum cofactor (Moco) to the substrate, and (iii) hydride transfer from the substrate to the sulfur atom of the Moco. The free energy profile that was calculated revealed that the rate-limiting step corresponds to hydride transfer. It was also found that Lys893 plays a relevant role in the reaction, being important not only for the anchorage of the substrate close to the Moco, but also in the catalytic reaction. The variations of the oxidation state of the molybdenum ion throughout the catalytic cycle were examined too. We found out that during the displacement of the products away from the Moco, the transfer of electrons from the catalytic site to the FAD site was proton-coupled. As a consequence, the most favorable and fastest pathway for the enzyme to complete its catalytic cycle was that with Mo-v and a deprotonated SH ligand of the Moco with the FAD molecule converted to its semiquinone form, FADH(center dot).									3	0	0	0	0	0	3			2155-5435			WOS:000563749900024		
J	Forneris, Clarissa C.; Nguy, Andy K. L.; Seyedsayamdost, Mohammad R.					Nguy, Andy/0000-0001-8375-3777; Forneris, Clarissa/0000-0001-5222-2404			Mapping and Exploiting the Promiscuity of OxyB toward the Biocatalytic Production of Vancomycin Aglycone Variants								ACS CATALYSIS				10	16			9287	9298		10.1021/acscatal.0c01719				AUG 21 2020	2020	Vancomycin is one of the most important clinical antibiotics in the fight against infectious disease. Its biological activity relies on three aromatic cross-links, which create a cup-shaped topology and allow tight binding to nascent peptidoglycan chains. The cytochrome P450 enzymes OxyB, OxyA, and OxyC have been shown to introduce these synthetically challenging aromatic linkages. The ability to utilize the P450 enzymes in a chemo-enzymatic scheme to generate vancomycin derivatives is appealing but requires a thorough understanding of their reactivities and mechanisms. Herein, we systematically explore the scope of OxyB biocatalysis and report installation of diverse diaryl ether and biaryl cross-links with varying macrocycle sizes and compositions, when the enzyme is presented with modified vancomycin precursor peptides. The structures of the resulting products were determined using one-dimensional/two-dimensional nuclear magnetic resonance spectroscopy, high-resolution mass spectrometry (HR-MS), tandem HR-MS, and isotopic labeling, as well as ultraviolet-visible light absorption and fluorescence emission spectroscopies. An exploration of the biological activities of these alternative OxyB products surprisingly revealed antifungal properties. Taking advantage of the promiscuity of OxyB, we chemo-enzymatically generated a vancomycin aglycone variant containing an expanded macrocycle. Mechanistic implications for OxyB and future directions for creating vancomycin analogue libraries are discussed.									0	0	0	0	0	0	0			2155-5435			WOS:000563749900025	34422446	
J	Ma, Hongfei; Wang, Yalan; Qi, Yanying; Rout, Kumar R.; Chen, De								Critical Review of Catalysis for Ethylene Oxychlorination								ACS CATALYSIS				10	16			9299	9319		10.1021/acscatal.0c01698				AUG 21 2020	2020	Ethylene oxychlorination is the key technology in vinyl chloride (VCM, the monomer of PVC, polyvinyl chloride) production to close the chlorine loop by consuming the HCl released from the former cracking step. Due to the high demand for PVC, this leads to ethylene oxychlorination being one of the most important processes in the industry. This Review covers an indepth analysis of the dynamic nature of active sites for the main and side reactions involved in ethylene oxychlorination, featuring the findings and viewpoints from the dynamic kinetics study and analysis under industrial operating conditions. A unified picture of the mechanism of the surface reactions, and the effect of supports and promoters, has been presented based on the decoupled redoxcycle experiments, which leads to a significantly better understanding of the mechanism and provides valuable guidelines for effective catalyst design. Operando techniques and kinetic tools of the rate-diagram, as well as their application to the study of the redox-cycle in ethylene oxychlorination and kinetic models on both the main product and byproduct, are also reviewed. Perspectives on challenges and new process development and future research focus for better study of the VCM production chemistry are also proposed.									3	1	0	0	1	0	4			2155-5435			WOS:000563749900026		
